signal_id,timestamp_utc,direction,entry_price,MFE_ticks,MAE_ticks,outcome_sl2,outcome_sl3,outcome_sl4,outcome_sl5,outcome_sl6,outcome_sl7,outcome_sl10,classification,time_to_tp_sec,time_to_sl5_sec
3820,2026-07-20 19:18:59 UTC,LONG,1.6030,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,631.4,N/A
3821,2026-07-20 19:26:59 UTC,SHORT,1.6010,2.0,5.0,LOSS,LOSS,LOSS,LOSS,WIN,WIN,WIN,SAVED_BY_SL10,156.2,151.5
3822,2026-07-20 19:31:59 UTC,SHORT,1.6000,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,320.5,N/A
3823,2026-07-20 19:36:59 UTC,LONG,1.6020,1.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,1570.1
3824,2026-07-20 19:46:59 UTC,SHORT,1.6020,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,180.3,N/A
3825,2026-07-20 19:55:59 UTC,LONG,1.5990,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,244.1,N/A
3826,2026-07-20 19:59:59 UTC,LONG,1.6000,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,18.1,N/A
3827,2026-07-20 20:07:59 UTC,LONG,1.5970,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,225.1,N/A
3828,2026-07-20 20:16:59 UTC,SHORT,1.5980,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1398.2,N/A
3829,2026-07-20 20:27:59 UTC,SHORT,1.5980,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,738.2,N/A
3830,2026-07-20 20:31:59 UTC,LONG,1.5980,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,75.8,N/A
3831,2026-07-20 20:33:59 UTC,LONG,1.6000,1.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,559.8
3832,2026-07-20 20:43:59 UTC,LONG,1.5970,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1146.5,N/A
3833,2026-07-20 20:56:59 UTC,SHORT,1.5960,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,3207.2,N/A
3834,2026-07-20 21:06:59 UTC,SHORT,1.6000,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,72.2,N/A
3835,2026-07-20 21:09:59 UTC,SHORT,1.5970,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1137.5,N/A
3836,2026-07-20 21:12:59 UTC,LONG,1.5970,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1306.6,N/A
3837,2026-07-20 21:17:59 UTC,LONG,1.5980,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1017.8,N/A
3838,2026-07-20 21:28:59 UTC,LONG,1.5960,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,145.1,N/A
3839,2026-07-20 21:34:59 UTC,SHORT,1.6000,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,14.5,N/A
3840,2026-07-20 21:44:59 UTC,LONG,1.5970,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,856.0
3841,2026-07-20 21:48:59 UTC,LONG,1.5950,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,995.3
3842,2026-07-20 21:53:59 UTC,LONG,1.5940,1.0,9.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,695.3
3843,2026-07-20 22:02:59 UTC,LONG,1.5900,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,274.6,N/A
3844,2026-07-20 22:10:59 UTC,SHORT,1.5920,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,149.5,N/A
3845,2026-07-20 22:14:59 UTC,SHORT,1.5900,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,52.4,N/A
3846,2026-07-20 22:19:59 UTC,LONG,1.5890,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,10.0,N/A
3847,2026-07-20 22:32:59 UTC,SHORT,1.5920,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,73.1,N/A
3848,2026-07-20 22:37:59 UTC,LONG,1.5900,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,167.6
3849,2026-07-20 22:42:59 UTC,LONG,1.5850,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,126.5,N/A
3850,2026-07-20 22:46:59 UTC,LONG,1.5860,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,508.2,N/A
3851,2026-07-20 22:52:59 UTC,SHORT,1.5860,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,709.8,N/A
3852,2026-07-20 22:58:59 UTC,SHORT,1.5870,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,349.8,N/A
3853,2026-07-20 23:05:59 UTC,SHORT,1.5860,1.0,7.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,134.8
3854,2026-07-20 23:12:59 UTC,SHORT,1.5900,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,2170.1,N/A
3855,2026-07-20 23:21:59 UTC,LONG,1.5900,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,37.6,N/A
3856,2026-07-20 23:23:59 UTC,LONG,1.5920,1.0,7.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,1549.0
3857,2026-07-20 23:38:59 UTC,LONG,1.5920,2.0,7.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,SAVED_BY_SL10,2734.2,649.0
3858,2026-07-20 23:46:59 UTC,LONG,1.5900,2.0,5.0,LOSS,LOSS,LOSS,LOSS,WIN,WIN,WIN,SAVED_BY_SL10,1588.0,304.0
3859,2026-07-20 23:59:59 UTC,SHORT,1.5880,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,11.1,N/A
3860,2026-07-21 00:16:59 UTC,SHORT,1.5890,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,454.2
3861,2026-07-21 00:32:59 UTC,LONG,1.5950,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,4.2,N/A
3862,2026-07-21 00:44:59 UTC,SHORT,1.6000,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,533.8,N/A
3863,2026-07-21 00:49:59 UTC,SHORT,1.6020,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,96.6,N/A
3864,2026-07-21 00:59:59 UTC,LONG,1.5950,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,125.6,N/A
3865,2026-07-21 01:03:59 UTC,LONG,1.5980,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,161.6,N/A
3866,2026-07-21 01:07:59 UTC,SHORT,1.5970,2.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,2151.0,335.5
3867,2026-07-21 01:16:59 UTC,SHORT,1.6010,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,126.1,N/A
3868,2026-07-21 01:26:59 UTC,LONG,1.5980,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,11.3,N/A
3869,2026-07-21 01:31:59 UTC,SHORT,1.5980,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,480.7,N/A
3870,2026-07-21 01:36:59 UTC,SHORT,1.6000,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,40.5,N/A
3871,2026-07-21 01:45:59 UTC,LONG,1.5970,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,85.0,N/A
3872,2026-07-21 01:52:59 UTC,SHORT,1.5970,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,23.5,N/A
3873,2026-07-21 01:54:59 UTC,SHORT,1.5960,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,40.5,N/A
3874,2026-07-21 02:01:59 UTC,LONG,1.5960,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,241.9,N/A
3875,2026-07-21 02:06:59 UTC,SHORT,1.5980,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,28.3,N/A
3876,2026-07-21 02:08:59 UTC,SHORT,1.5950,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,31.8,N/A
3877,2026-07-21 02:12:59 UTC,LONG,1.5900,2.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,1281.7,299.8
3878,2026-07-21 02:21:59 UTC,LONG,1.5870,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,78.3,N/A
3879,2026-07-21 02:27:59 UTC,SHORT,1.5890,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,1451.9
3880,2026-07-21 02:35:59 UTC,SHORT,1.5910,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,349.1,N/A
3881,2026-07-21 02:38:59 UTC,SHORT,1.5910,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,169.1,N/A
3882,2026-07-21 02:43:59 UTC,LONG,1.5920,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,491.9,N/A
3883,2026-07-21 02:53:59 UTC,SHORT,1.5920,1.0,9.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,94.1
3884,2026-07-21 02:58:59 UTC,SHORT,1.5950,1.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,360.1
3885,2026-07-21 03:07:59 UTC,SHORT,1.6000,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,78.3,N/A
3886,2026-07-21 03:10:59 UTC,SHORT,1.5980,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,963.8,N/A
3887,2026-07-21 03:14:59 UTC,LONG,1.5980,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,205.0,N/A
3888,2026-07-21 03:22:59 UTC,SHORT,1.5990,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,47.3,N/A
3889,2026-07-21 03:26:59 UTC,LONG,1.5980,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,469.3,N/A
3890,2026-07-21 03:31:59 UTC,LONG,1.5970,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,103.8,N/A
3891,2026-07-21 03:36:59 UTC,SHORT,1.5990,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,831.2,N/A
3892,2026-07-21 03:51:59 UTC,SHORT,1.5980,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,234.1,N/A
3893,2026-07-21 03:59:59 UTC,LONG,1.5970,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,8.7,N/A
3894,2026-07-21 04:09:59 UTC,SHORT,1.5940,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,135.9,N/A
3895,2026-07-21 04:13:59 UTC,LONG,1.5910,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,62.7,N/A
3896,2026-07-21 04:16:59 UTC,LONG,1.5900,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,114.2,N/A
3897,2026-07-21 04:23:59 UTC,SHORT,1.5920,1.0,8.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,2466.4
3898,2026-07-21 04:32:59 UTC,SHORT,1.5920,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,1926.4
3899,2026-07-21 04:43:59 UTC,LONG,1.5910,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,147.2,N/A
3900,2026-07-21 04:47:59 UTC,LONG,1.5920,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,105.1,N/A
3901,2026-07-21 05:01:59 UTC,LONG,1.5940,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,103.6,N/A
3902,2026-07-21 05:13:59 UTC,SHORT,1.5960,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,763.4
3903,2026-07-21 05:20:59 UTC,LONG,1.5960,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,12.9,N/A
3904,2026-07-21 05:24:59 UTC,SHORT,1.6000,2.0,7.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,2759.0,1476.3
3905,2026-07-21 05:28:59 UTC,SHORT,1.6020,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,144.4,N/A
3906,2026-07-21 05:36:59 UTC,LONG,1.6020,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,714.0,N/A
3907,2026-07-21 05:46:59 UTC,LONG,1.6010,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,114.0,N/A
3908,2026-07-21 05:49:59 UTC,LONG,1.6060,1.0,9.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,1037.2
3909,2026-07-21 05:52:59 UTC,SHORT,1.6050,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,40.5,N/A
3910,2026-07-21 06:04:59 UTC,SHORT,1.6050,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,135.4,N/A
3911,2026-07-21 06:08:59 UTC,LONG,1.6010,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1587.8,N/A
3912,2026-07-21 06:12:59 UTC,LONG,1.6010,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1347.8,N/A
3913,2026-07-21 06:13:59 UTC,LONG,1.6000,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1056.2,N/A
3914,2026-07-21 06:20:59 UTC,LONG,1.5990,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,170.0,N/A
3915,2026-07-21 06:27:59 UTC,SHORT,1.5990,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,457.3
3916,2026-07-21 06:38:59 UTC,SHORT,1.6010,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,409.1,N/A
3917,2026-07-21 06:43:59 UTC,LONG,1.6020,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1648.1,N/A
3918,2026-07-21 06:48:59 UTC,LONG,1.6020,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1348.1,N/A
3919,2026-07-21 06:52:59 UTC,SHORT,1.5990,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,1108.1
3920,2026-07-21 06:56:59 UTC,LONG,1.6000,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,354.1,N/A
3921,2026-07-21 07:05:59 UTC,SHORT,1.6020,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,328.1
3922,2026-07-21 07:12:59 UTC,LONG,1.6080,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,37.4
3923,2026-07-21 07:19:59 UTC,LONG,1.6000,1.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,1719.1
3924,2026-07-21 07:25:59 UTC,LONG,1.5970,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,203.8,N/A
3925,2026-07-21 07:28:59 UTC,LONG,1.5980,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,434.5,N/A
3926,2026-07-21 07:31:59 UTC,SHORT,1.5960,2.0,5.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1150.4,N/A
3927,2026-07-21 07:38:59 UTC,SHORT,1.6000,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,267.5,N/A
3928,2026-07-21 07:42:59 UTC,SHORT,1.6000,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,27.5,N/A
3929,2026-07-21 07:48:59 UTC,LONG,1.5950,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,39.0,N/A
3930,2026-07-21 07:51:59 UTC,LONG,1.5950,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,48.6,N/A
3931,2026-07-21 07:59:59 UTC,SHORT,1.5980,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,111.0,N/A
3932,2026-07-21 08:15:59 UTC,LONG,1.5970,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,45.0,N/A
3933,2026-07-21 08:17:59 UTC,LONG,1.5980,2.0,5.0,LOSS,LOSS,LOSS,LOSS,WIN,WIN,WIN,SAVED_BY_SL10,2272.3,669.3
3934,2026-07-21 08:31:59 UTC,LONG,1.5950,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,92.6,N/A
3935,2026-07-21 08:39:59 UTC,SHORT,1.5950,2.0,5.0,LOSS,LOSS,LOSS,LOSS,WIN,WIN,WIN,SAVED_BY_SL10,2500.5,952.3
3936,2026-07-21 08:45:59 UTC,LONG,1.5950,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,43.8,N/A
3937,2026-07-21 08:53:59 UTC,SHORT,1.5970,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,838.2,N/A
3938,2026-07-21 09:00:59 UTC,SHORT,1.5990,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,210.9,N/A
3939,2026-07-21 09:04:59 UTC,SHORT,1.5970,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,178.2,N/A
3940,2026-07-21 09:09:59 UTC,LONG,1.5950,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,183.8,N/A
3941,2026-07-21 09:13:59 UTC,LONG,1.5970,2.0,7.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,2143.1,460.5
3942,2026-07-21 09:19:59 UTC,SHORT,1.5960,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,32.3,N/A
3943,2026-07-21 09:24:59 UTC,LONG,1.5930,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,281.6,N/A
3944,2026-07-21 09:35:59 UTC,SHORT,1.5950,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,179.8,N/A
3945,2026-07-21 09:42:59 UTC,LONG,1.5960,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,169.1,N/A
3946,2026-07-21 09:49:59 UTC,SHORT,1.5980,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,38.5,N/A
3947,2026-07-21 09:57:59 UTC,LONG,1.5960,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1700.2,N/A
3948,2026-07-21 10:05:59 UTC,SHORT,1.5950,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,242.2,N/A
3949,2026-07-21 10:08:59 UTC,LONG,1.5950,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,936.1,N/A
3950,2026-07-21 10:12:59 UTC,LONG,1.5940,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,231.6,N/A
3951,2026-07-21 10:20:59 UTC,SHORT,1.5930,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,320.2
3952,2026-07-21 10:28:59 UTC,SHORT,1.5970,2.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,1299.0,399.5
3953,2026-07-21 10:37:59 UTC,SHORT,1.6000,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,192.7,N/A
3954,2026-07-21 10:43:59 UTC,LONG,1.6000,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,399.0
3955,2026-07-21 10:50:59 UTC,SHORT,1.5950,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,20.3,N/A
3956,2026-07-21 10:58:59 UTC,LONG,1.5930,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,299.0,N/A
3957,2026-07-21 11:05:59 UTC,SHORT,1.5940,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,211.1,N/A
3958,2026-07-21 11:09:59 UTC,SHORT,1.5900,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,793.9
3959,2026-07-21 11:22:59 UTC,SHORT,1.5940,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,830.6
3960,2026-07-21 11:26:59 UTC,SHORT,1.5970,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,63.8,N/A
3961,2026-07-21 11:32:59 UTC,LONG,1.5960,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,93.2,N/A
3962,2026-07-21 11:39:59 UTC,SHORT,1.5980,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,1151.4,N/A
3963,2026-07-21 11:47:59 UTC,LONG,1.5990,2.0,5.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1296.5,N/A
3964,2026-07-21 11:55:59 UTC,LONG,1.5980,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,642.1,N/A
3965,2026-07-21 12:05:59 UTC,LONG,1.5980,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,42.1,N/A
3966,2026-07-21 12:12:59 UTC,SHORT,1.6010,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,177.6,N/A
3967,2026-07-21 12:18:59 UTC,LONG,1.6030,1.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,3168.4
3968,2026-07-21 12:25:59 UTC,LONG,1.6000,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1357.6,N/A
3969,2026-07-21 12:40:59 UTC,SHORT,1.6010,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,55.4,N/A
3970,2026-07-21 12:52:59 UTC,SHORT,1.6010,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,574.6,N/A
3971,2026-07-21 12:56:59 UTC,LONG,1.6020,2.0,5.0,LOSS,LOSS,LOSS,LOSS,WIN,WIN,WIN,SAVED_BY_SL10,1995.4,888.4
3972,2026-07-21 13:05:59 UTC,LONG,1.6000,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,12.3,N/A
3973,2026-07-21 13:13:59 UTC,LONG,1.5990,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,613.3,N/A
3974,2026-07-21 13:23:59 UTC,SHORT,1.6000,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,72.8,N/A
3975,2026-07-21 13:27:59 UTC,SHORT,1.6010,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,616.1
3976,2026-07-21 13:32:59 UTC,SHORT,1.6010,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,316.1
3977,2026-07-21 13:33:59 UTC,SHORT,1.6030,2.0,9.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,SAVED_BY_SL10,479.2,351.3
3978,2026-07-21 13:37:59 UTC,SHORT,1.6030,2.0,9.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,SAVED_BY_SL10,239.2,111.3
3979,2026-07-21 13:45:59 UTC,LONG,1.6040,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,155.3,N/A
3980,2026-07-21 13:52:59 UTC,SHORT,1.6060,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,207.5,N/A
3981,2026-07-21 14:00:59 UTC,LONG,1.6050,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,6.6,N/A
